TestCoordinatorRepairCarryBindsOriginalCompanionThroughRepeatedUpgrade	pass
TestCoordinatorRepairCarryBindsOriginalCompanionThroughRepeatedUpgrade/batcher-signer	pass
TestCoordinatorRepairCarryBindsOriginalCompanionThroughRepeatedUpgrade/companion-source	pass
TestCoordinatorRepairCarryBindsOriginalCompanionThroughRepeatedUpgrade/next-batcher	pass
TestCoordinatorRepairCarryBindsOriginalCompanionThroughRepeatedUpgrade/old-upgrade	pass
TestCoordinatorRepairCarryBindsOriginalCompanionThroughRepeatedUpgrade/result-signature	pass
TestCoordinatorRepairCarryKeepsOriginalProbeAndNextNonceSeparate	pass
TestCoordinatorRepairCarryRejectsChangedSourceAndIncompleteHistory	pass
TestCoordinatorRepairCarryRejectsChangedSourceAndIncompleteHistory/artifact.json	pass
TestCoordinatorRepairCarryRejectsChangedSourceAndIncompleteHistory/budget.json	pass
TestCoordinatorRepairCarryRejectsChangedSourceAndIncompleteHistory/request.json	pass
TestCoordinatorRepairCarryRejectsChangedSourceAndIncompleteHistory/result.json	pass
TestCoordinatorRepairCarryReplaysExactFinalizedCorrectionWithoutWrites	pass
TestCoordinatorRepairCarryReplaysExactFinalizedCorrectionWithoutWrites/activation	pass
TestCoordinatorRepairCarryReplaysExactFinalizedCorrectionWithoutWrites/custody	pass
TestCoordinatorRepairCarryReplaysExactFinalizedCorrectionWithoutWrites/immutable	pass
TestCoordinatorRepairCarryReplaysExactFinalizedCorrectionWithoutWrites/nonce	pass
TestCoordinatorRepairCarryReplaysExactFinalizedCorrectionWithoutWrites/pending	pass
TestCoordinatorRepairCarryReplaysExactFinalizedCorrectionWithoutWrites/receipt	pass
TestCoordinatorRepairCarryReplaysExactFinalizedCorrectionWithoutWrites/runtime	pass
TestCoordinatorRepairCarryRetainedBudgetWireKeepsSignedAuthority	pass
TestCoordinatorRepairCarryRetainedBudgetWireKeepsSignedAuthority/changed-observation	pass
TestCoordinatorRepairCarryRetainedBudgetWireKeepsSignedAuthority/changed-projection	pass
TestCoordinatorRepairCarryRetainedBudgetWireKeepsSignedAuthority/unknown-field	pass
TestCoordinatorRepairCarryRetainedBudgetWireKeepsSignedAuthority/unknown-intent-field	pass
TestCoordinatorRepairCarryRetainedBudgetWireKeepsSignedAuthority/wrong-field-type	pass
TestCoordinatorRepairCarryRevisionAdmitsOnlyAuthenticatedOriginalTransactions	pass
TestCoordinatorRepairCarryRevisionAdmitsOnlyAuthenticatedOriginalTransactions/action	pass
TestCoordinatorRepairCarryRevisionAdmitsOnlyAuthenticatedOriginalTransactions/block	pass
