TestFleetCommitmentActionBindsFixedWidthStorageDecoder	pass
TestFleetCommitmentConsumptionRequiresTheExactGenerationConsumer	pass
TestFleetCommitmentHistoryAuthenticatesConsumerReceipt	pass
TestFleetCommitmentHistoryConsumesApprovedDescendant	pass
TestFleetCommitmentHistoryRejectsAdjacentConsumers	pass
TestFleetCommitmentHistoryRejectsChangedApproval	pass
TestFleetCommitmentHistoryRequiresOriginalConsumerIntent	pass
TestFleetCommitmentHistoryScopeRequiresCompletedRenewal	pass
TestFleetCommitmentHistoryScopeRetainsAdjacentActionFamilies	pass
TestFleetCommitmentInclusionLifetimeUsesInclusiveBoundaryAndRecoveryFloor	pass
TestFleetCommitmentParallelGroupsAreBoundedIndependentAndContiguous	pass
TestFleetCommitmentRecoveryCarriesFreshReplacementAndRepeatsFromNewEvidence	pass
TestFleetCommitmentRecoveryPlanValidationRejectsAdjacentExceptions	pass
TestFleetCommitmentRecoveryRejectsMissingOrUnauthenticatedEvidence	pass
TestFleetCommitmentRecoverySkipsAlreadyConsumedGeneration	pass
TestFleetCommitmentRecoveryStartsOneBlockInsideUnsafeWindowAndBudgetsRetry	pass
TestFleetCommitmentSameReleaseRevisionTriggersOnlyForVerifiedUnsafeEvidence	pass
TestFleetLifecycleRenewalAdmitsOnlyApprovedSuccessor	pass
TestFleetLifecycleRenewalDescriptorsKeepLaterWaves	pass
TestFleetRefreshActionRangeRequiresTheCanonicalPartition	pass
TestFleetRefreshAndChallengerCommitmentsUseTheSameRecoveryBoundary	pass
TestFleetRefreshOracleHistoricalReplayRequiresExactOrderedRestore	pass
TestFleetRefreshOracleStateUsesOnePinnedBatch	pass
TestFleetRefreshOracleSupersessionRequiresCompleteRestorePair	pass
TestFleetRefreshPreparationBatchesAllPriorBindings	pass
TestFleetRefreshPriorStateRejectsExpiredOrInexactGeneration	pass
TestFleetRefreshReplacementRequiresExactManifestMember	pass
TestFleetRefreshRestoreGenerationBindingIsStrictAndLegacyCompatible	pass
TestFleetRefreshStateAuditDoesNotRelabelRPCFailure	pass
TestFleetRefreshStateAuditRejectsAdjacentMutations	pass
TestFleetRefreshStateAuditRejectsIncompleteIdentityBeforeRPC	pass
TestFleetRefreshStateAuditUsesThreeBoundedRequests	pass
TestV10FleetCommitmentRecoveryRetainsExactLineageAndBudget	pass
