TestAlphaTransferCapacityAppliesEveryRuntimeRestriction	PASS
TestAlphaTransferPrebroadcastRejectsLockedOrReservedSourceAlpha	PASS
TestAlphaTransferPrebroadcastRejectsPriceDriftAndRegistrationDrift	PASS
TestJournalHashChainAndExclusiveLock	PASS
TestJournalMakesVerifiedIntentTerminal	PASS
TestJournalRejectsMixedDeploymentButScopesOneIntentByPlan	PASS
TestJournalRejectsMultipleIntentsForOnePlannedAction	PASS
TestPlanBudgetRejectsReserveShareRepairEnvelopeTampering	PASS
TestPlanHashBindsResolvedVaultLaunchInputs	PASS
TestPlanRevisionCarriesOnlyExactVerifiedUnchangedV6ValidatorAlphaIntoV7	PASS
TestPlanRevisionIdentityDoesNotReencodeAuthenticatedLegacyWireFormat	PASS
TestPlanRevisionNeverReconcilesVerifiedOrNonAlphaTransactions	PASS
TestPlanRevisionNeverReconcilesVerifiedOrNonAlphaTransactions/non-alpha	PASS
TestPlanRevisionNeverReconcilesVerifiedOrNonAlphaTransactions/verified_alpha	PASS
TestPlanRevisionReconcilesFinalizedAlphaAndAddsOnlyMinimumRepair	PASS
TestPlanRevisionRejectsDifferentDeploymentIdentity	PASS
TestPlanRevisionRepairsLiveReserveMajorityWithoutReplayingBootstrap	PASS
TestPlanRevisionReserveMajorityRepairHonorsCumulativeAlphaLimit	PASS
TestPlanRevisionReserveMajorityRepairRetainsCapacityAfterSupersededSpend	PASS
TestPlanRevisionReserveRepairSuccessionCannotCreateBudgetOrTranche	PASS
TestPlanRevisionReserveRepairSuccessionCannotCreateBudgetOrTranche/lifetime	PASS
TestPlanRevisionReserveRepairSuccessionCannotCreateBudgetOrTranche/tranche	PASS
TestPlanRevisionReserveRepairSuccessionEmptyChainKeepsOriginalAdmission	PASS
TestPlanRevisionReserveRepairSuccessionKeepsCreditedLiabilities	PASS
TestPlanRevisionReserveRepairSuccessionMakesReplacementExecutable	PASS
TestPlanRevisionReserveRepairSuccessionNeverReusesRetiredSequence	PASS
TestPlanRevisionReserveRepairSuccessionPreservesOriginalBytes	PASS
TestPlanRevisionReserveRepairSuccessionRefusesAnyStartedOrAmbiguousIntent	PASS
TestPlanRevisionReserveRepairSuccessionRefusesAnyStartedOrAmbiguousIntent/aliased_intent	PASS
TestPlanRevisionReserveRepairSuccessionRefusesAnyStartedOrAmbiguousIntent/broadcast	PASS
TestPlanRevisionReserveRepairSuccessionRefusesAnyStartedOrAmbiguousIntent/different_intent	PASS
TestPlanRevisionReserveRepairSuccessionRefusesAnyStartedOrAmbiguousIntent/failed	PASS
TestPlanRevisionReserveRepairSuccessionRefusesAnyStartedOrAmbiguousIntent/finalized	PASS
TestPlanRevisionReserveRepairSuccessionRefusesAnyStartedOrAmbiguousIntent/foreign_plan	PASS
TestPlanRevisionReserveRepairSuccessionRefusesAnyStartedOrAmbiguousIntent/included	PASS
TestPlanRevisionReserveRepairSuccessionRefusesAnyStartedOrAmbiguousIntent/intent	PASS
TestPlanRevisionReserveRepairSuccessionRefusesInsufficientNonterminalRepair	PASS
TestPlanRevisionReserveRepairSuccessionRequiresDurableIntentBeforeDispatch	PASS
TestPlanRevisionV5AlphaApprovalIsStableAcrossEmissions	PASS
TestRemainingPlanSpendSubtractsVerifiedWritesButPreservesReserves	PASS
TestReserveShareRepairTermsRejectsMixedOrForeignModes	PASS
TestReserveTransferPrebroadcastRequiresLiveMajority	PASS
